date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:18:42	74335/74335	---M-Z	200	added ('OK')	application/javascript	etag:%22881b93f13bb9535a690a1845f3e3f119%22	http://d1fc8wv8zag5ca.cloudfront.net/2.8.2/sp.js	C:/My%20Web%20Sites/exampleApp/d1fc8wv8zag5ca.cloudfront.net/2.8.2/sp.js	(from https://the-example-app-nodejs.contentful.com/)
13:18:42	19748/19748	---M--	200	added ('OK')	application/font-woff2	etag:W/%224d24-161bd0123c0%22	https://the-example-app-nodejs.contentful.com/fonts/roboto-regular-webfont.woff2	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/fonts/roboto-regular-webfont.woff2	(from https://the-example-app-nodejs.contentful.com/stylesheets/style.css)
13:18:42	64309/64309	---M--	200	added ('OK')	application/javascript	etag:W/%22fb35-161bd0123c0%22	https://the-example-app-nodejs.contentful.com/scripts/index.js	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/scripts/index.js	(from https://the-example-app-nodejs.contentful.com/)
13:18:42	26036/26036	---M--	200	added ('OK')	application/font-woff	etag:W/%2265b4-161bd0123c0%22	https://the-example-app-nodejs.contentful.com/fonts/roboto-regular-webfont.woff	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/fonts/roboto-regular-webfont.woff	(from https://the-example-app-nodejs.contentful.com/stylesheets/style.css)
13:18:43	24272/24272	---M--	200	added ('OK')	application/font-woff2	etag:W/%225ed0-161bd0123c0%22	https://the-example-app-nodejs.contentful.com/fonts/roboto-italic-webfont.woff2	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/fonts/roboto-italic-webfont.woff2	(from https://the-example-app-nodejs.contentful.com/stylesheets/style.css)
13:18:43	31236/31236	---M--	200	added ('OK')	application/font-woff	etag:W/%227a04-161bd0123c0%22	https://the-example-app-nodejs.contentful.com/fonts/roboto-italic-webfont.woff	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/fonts/roboto-italic-webfont.woff	(from https://the-example-app-nodejs.contentful.com/stylesheets/style.css)
13:18:43	19884/19884	---M--	200	added ('OK')	application/font-woff2	etag:W/%224dac-161bd0123c0%22	https://the-example-app-nodejs.contentful.com/fonts/roboto-bold-webfont.woff2	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/fonts/roboto-bold-webfont.woff2	(from https://the-example-app-nodejs.contentful.com/stylesheets/style.css)
13:18:43	26356/26356	---M--	200	added ('OK')	application/font-woff	etag:W/%2266f4-161bd0123c0%22	https://the-example-app-nodejs.contentful.com/fonts/roboto-bold-webfont.woff	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/fonts/roboto-bold-webfont.woff	(from https://the-example-app-nodejs.contentful.com/stylesheets/style.css)
13:18:44	24124/24124	---M--	200	added ('OK')	application/font-woff2	etag:W/%225e3c-161bd0123c0%22	https://the-example-app-nodejs.contentful.com/fonts/roboto-bolditalic-webfont.woff2	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/fonts/roboto-bolditalic-webfont.woff2	(from https://the-example-app-nodejs.contentful.com/stylesheets/style.css)
13:18:44	31156/31156	---M--	200	added ('OK')	application/font-woff	etag:W/%2279b4-161bd0123c0%22	https://the-example-app-nodejs.contentful.com/fonts/roboto-bolditalic-webfont.woff	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/fonts/roboto-bolditalic-webfont.woff	(from https://the-example-app-nodejs.contentful.com/stylesheets/style.css)
13:18:44	19824/19824	---M--	200	added ('OK')	application/font-woff2	etag:W/%224d70-161bd0123c0%22	https://the-example-app-nodejs.contentful.com/fonts/roboto-medium-webfont.woff2	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/fonts/roboto-medium-webfont.woff2	(from https://the-example-app-nodejs.contentful.com/stylesheets/style.css)
13:18:44	26240/26240	---M--	200	added ('OK')	application/font-woff	etag:W/%226680-161bd0123c0%22	https://the-example-app-nodejs.contentful.com/fonts/roboto-medium-webfont.woff	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/fonts/roboto-medium-webfont.woff	(from https://the-example-app-nodejs.contentful.com/stylesheets/style.css)
13:18:45	24460/24460	---M--	200	added ('OK')	application/font-woff2	etag:W/%225f8c-161bd0123c0%22	https://the-example-app-nodejs.contentful.com/fonts/roboto-mediumitalic-webfont.woff2	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/fonts/roboto-mediumitalic-webfont.woff2	(from https://the-example-app-nodejs.contentful.com/stylesheets/style.css)
13:18:45	31436/31436	---M--	200	added ('OK')	application/font-woff	etag:W/%227acc-161bd0123c0%22	https://the-example-app-nodejs.contentful.com/fonts/roboto-mediumitalic-webfont.woff	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/fonts/roboto-mediumitalic-webfont.woff	(from https://the-example-app-nodejs.contentful.com/stylesheets/style.css)
13:18:45	11866/11866	---M--	200	added ('OK')	text/html	etag:W/%222e5a-TvgLMbH02A0L6T6hVjP8DbLMNLY%22	https://the-example-app-nodejs.contentful.com/courses/categories/application-development	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/courses/categories/application-development.html	(from https://the-example-app-nodejs.contentful.com/courses)
13:18:46	12435/12435	---M--	200	added ('OK')	text/html	etag:W/%223093-8EGaAbvcCGJEgUzQxBjf9zgIll4%22	https://the-example-app-nodejs.contentful.com/courses/hello-sdks	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/courses/hello-sdks.html	(from https://the-example-app-nodejs.contentful.com/courses)
13:18:52	172/172	---M--	302	error ('Found')	text/html	date:Tue,%2008%20Sep%202020%2007:48:52%20GMT	http://the-example-app-nodejs.contentful.com/courses/categories	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/courses/categories.28.delayed	(from https://the-example-app-nodejs.contentful.com/courses/categories/getting-started)
13:18:53	12226/12226	---M--	200	added ('OK')	text/html	etag:W/%222fc2-8yjq2jApHYN9lxuZ6Fnks0xlJ2M%22	https://the-example-app-nodejs.contentful.com/courses/categories	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/courses/categories.html	(from https://the-example-app-nodejs.contentful.com/courses/categories/getting-started)
13:18:53	13603/13603	---M--	200	added ('OK')	text/html	etag:W/%223523-TwI9AabnAgg3pBSAi1JnBcGfHSA%22	https://the-example-app-nodejs.contentful.com/courses/hello-contentful/lessons/apis	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/courses/hello-contentful/lessons/apis.html	(from https://the-example-app-nodejs.contentful.com/courses/hello-contentful)
13:18:53	15994/15994	---M--	200	added ('OK')	text/html	etag:W/%223e7a-91G0DdcE4OzeE2xZsoMD3DEk3uA%22	https://the-example-app-nodejs.contentful.com/courses/hello-contentful/lessons/content-model	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/courses/hello-contentful/lessons/content-model.html	(from https://the-example-app-nodejs.contentful.com/courses/hello-contentful)
13:18:54	13846/13846	---M--	200	added ('OK')	text/html	etag:W/%223616-TRLaOJXdlLHlRgdGHhYkuG8RFnk%22	https://the-example-app-nodejs.contentful.com/courses/hello-contentful/lessons/content-management	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/courses/hello-contentful/lessons/content-management.html	(from https://the-example-app-nodejs.contentful.com/courses/hello-contentful)
13:18:54	12674/12674	---M--	200	added ('OK')	text/html	etag:W/%223182-Mqy//j84WHgv3JW0UatSQBW+HSg%22	https://the-example-app-nodejs.contentful.com/courses/hello-contentful/lessons/summary	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/courses/hello-contentful/lessons/summary.html	(from https://the-example-app-nodejs.contentful.com/courses/hello-contentful)
13:18:54	17724/17724	---M--	200	added ('OK')	text/html	etag:W/%22453c-cjHprN7soAkrQwnFdxxVw1W0ATQ%22	https://the-example-app-nodejs.contentful.com/courses/hello-sdks/lessons/sdk-basics	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/courses/hello-sdks/lessons/sdk-basics.html	(from https://the-example-app-nodejs.contentful.com/courses/hello-sdks)
13:18:55	15770/15770	---M--	200	added ('OK')	text/html	etag:W/%223d9a-C+K8+pbXcLlJF/iODIQCv7rs/Ws%22	https://the-example-app-nodejs.contentful.com/courses/hello-sdks/lessons/fetch-all-entries	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/courses/hello-sdks/lessons/fetch-all-entries.html	(from https://the-example-app-nodejs.contentful.com/courses/hello-sdks)
13:18:55	16341/16341	---M--	200	added ('OK')	text/html	etag:W/%223fd5-1o1OrfJAj86UtpwF1XkmVhosqo8%22	https://the-example-app-nodejs.contentful.com/courses/hello-sdks/lessons/fetch-draft-content	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/courses/hello-sdks/lessons/fetch-draft-content.html	(from https://the-example-app-nodejs.contentful.com/courses/hello-sdks)
13:18:55	16704/16704	---M--	200	added ('OK')	text/html	etag:W/%224140-T1a4PnWkA9kUQInzRQ2klu0I0VU%22	https://the-example-app-nodejs.contentful.com/courses/hello-sdks/lessons/serve-localized-content	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/courses/hello-sdks/lessons/serve-localized-content.html	(from https://the-example-app-nodejs.contentful.com/courses/hello-sdks)
13:18:56	12551/12551	---M--	200	added ('OK')	text/html	etag:W/%223107-jDq+C8PW+23j5WeoX7scKdRWBwI%22	https://the-example-app-nodejs.contentful.com/courses/hello-sdks/lessons/example-app-summary	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/courses/hello-sdks/lessons/example-app-summary.html	(from https://the-example-app-nodejs.contentful.com/courses/hello-sdks)
13:19:21	200/200	---M--	302	error ('Found')	text/html	date:Tue,%2008%20Sep%202020%2007:49:20%20GMT	http://the-example-app-nodejs.contentful.com/courses/hello-contentful/lessons	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/courses/hello-contentful/lessons	(from https://the-example-app-nodejs.contentful.com/courses/hello-contentful/lessons/apis)
13:19:23	13115/13115	---M--	200	added ('OK')	text/html	etag:W/%22333b-PLV3rM9k0S0O0Hf+V/h9ygXEa8o%22	https://the-example-app-nodejs.contentful.com/courses/hello-contentful/lessons	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/courses/hello-contentful/lessons.html	(from https://the-example-app-nodejs.contentful.com/courses/hello-contentful/lessons/apis)
13:19:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2007%20Sep%202020%2016:43:50%20GMT	http://images.contentful.com/qz0n5cdakyl9/6n41KgxfwWmmeCiSemIsK2/8fe64869042e65dddb5178164bd2264f/validations.png	C:/My%20Web%20Sites/exampleApp/images.contentful.com/qz0n5cdakyl9/6n41KgxfwWmmeCiSemIsK2/8fe64869042e65dddb5178164bd2264f/validations.35.delayed	(from https://the-example-app-nodejs.contentful.com/courses/hello-contentful/lessons/content-model)
13:19:39	215648/215648	---M--	200	added ('OK')	image/png	etag:%227b0657b9388f2cf2edcad7c336e931d6%22	https://images.ctfassets.net/qz0n5cdakyl9/6n41KgxfwWmmeCiSemIsK2/8fe64869042e65dddb5178164bd2264f/validations.png	C:/My%20Web%20Sites/exampleApp/images.ctfassets.net/qz0n5cdakyl9/6n41KgxfwWmmeCiSemIsK2/8fe64869042e65dddb5178164bd2264f/validations.png	(from https://the-example-app-nodejs.contentful.com/courses/hello-contentful/lessons/content-model)
13:19:45	325881/325881	---M--	200	added ('OK')	image/png	etag:%22bdbdbf004a6df7713e30c7356acfb6e4%22	http://images.ctfassets.net/qz0n5cdakyl9/4CWJDjGTzaU8CMAW2eYeie/d82f9fe7a879551f434ebd21a988ab19/webapp.png	C:/My%20Web%20Sites/exampleApp/images.ctfassets.net/qz0n5cdakyl9/4CWJDjGTzaU8CMAW2eYeie/d82f9fe7a879551f434ebd21a988ab19/webapp.png	(from https://the-example-app-nodejs.contentful.com/courses/hello-contentful/lessons/content-management)
13:19:47	188/188	---M--	302	error ('Found')	text/html	date:Tue,%2008%20Sep%202020%2007:49:47%20GMT	http://the-example-app-nodejs.contentful.com/courses/hello-sdks/lessons	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/courses/hello-sdks/lessons.38.delayed	(from https://the-example-app-nodejs.contentful.com/courses/hello-sdks/lessons/sdk-basics)
13:19:49	12578/12578	---M--	200	added ('OK')	text/html	etag:W/%223122-I0oyxLLn3ldQEe5l1bbefi4ABDA%22	https://the-example-app-nodejs.contentful.com/courses/hello-sdks/lessons	C:/My%20Web%20Sites/exampleApp/the-example-app-nodejs.contentful.com/courses/hello-sdks/lessons.html	(from https://the-example-app-nodejs.contentful.com/courses/hello-sdks/lessons/sdk-basics)
